description,category
Online order Sprint  #733,Bills & Utilities
PAYMENT TO CHATGPT PLUS  #2281,Subscriptions
POS Transaction DMV  #4335,Transportation
EYE DOCTOR  #5482,Health & Fitness
POS TRANSACTION MYNTRA ONLINE  #4830,Shopping
TRAIN TICKET  #4696  8/13,Transportation
Credit Card Toll  5/11,Transportation
TRANSFER TO PARKING TICKET,Other
Quizlet,Education
ACH CONED STORE  2/28,Bills & Utilities
DRY CLEANING  10/26,Other
MTA  #6468,Transportation
ASIAN GROCERY,Groceries
American Airlines,Travel
Debit Card Yoga Class payment  #2625,Health & Fitness
leasing office,Rent & Housing
NORDSTROM,Shopping
DHL PAYMENT,Other
Pet Supplies,Other
PART TIME JOB,Income
MEDIUM STORE,Subscriptions
Uber Eats  #168,Food & Dining
PAYMENT TO PUBLIC STORAGE STORE,Rent & Housing
Grubhub online  3/12,Food & Dining
Bakery,Food & Dining
Credit Card Upwork,Income
Kroger  #2705,Groceries
PURCHASE AT AIRBNB,Travel
ONLINE ORDER CVS,Health & Fitness
ACH KFC payment  7/25,Food & Dining
PAYMENT TO UBER EARNINGS  1/25,Income
Comcast online  11/7,Bills & Utilities
Credit Card Liberty Utilities store  #2489,Bills & Utilities
Flight Booking llc  #5159,Transportation
CHINESE TAKEAWAY  #1091  11/21,Food & Dining
online order snacks,Groceries
Speedway  #3423,Transportation
TRANSFER TO NINTENDO,Entertainment
Transfer to Travel Photography,Travel
ONLINE ORDER SKI RESORT INC  #9856,Travel
navient shop,Education
CALCULATOR,Education
Holiday Inn,Travel
SPEEDWAY,Transportation
Credit Card Adsense,Income
CREDIT CARD KFC,Food & Dining
DRY CLEANING INC,Other
DASHLANE SHOP,Subscriptions
Doordash llc,Food & Dining
Payment to Rental Income,Income
Car Detailing,Other
VEGETABLE STAND,Groceries
hostel,Travel
CREDIT CARD PERSONAL TRAINER,Health & Fitness
Window Replacement shop  6/14,Rent & Housing
POS TRANSACTION BOWLING ALLEY  #1705  4/21,Entertainment
ACH VEGETABLE STAND SHOP,Groceries
SPEEDWAY,Transportation
DEBIT CARD APPLE TV  5/11,Entertainment
TRANSFER TO TUTORING INCOME ONLINE  #6742,Income
PURCHASE AT WIX  #4432,Subscriptions
WHOLE FOODS,Groceries
Payment to Whole Foods  2/2,Groceries
HOME DEPOT,Shopping
Credit Card Ajio,Shopping
Transfer to Navient llc  #1331,Education
Online order Electrician,Bills & Utilities
Credit Card Donation  #8506,Other
SWIGGY,Food & Dining
Purchase at Planet Fitness,Health & Fitness
Transfer to Ski Resort  10/13,Travel
pos transaction indian curry house inc  #6198,Food & Dining
POS TRANSACTION STRIPE PAYOUT,Income
Purchase at Bar online  #9622,Entertainment
CAR RENTAL,Transportation
POS Transaction Travel Adapter,Travel
Hostel,Travel
PAYMENT TO BOWLING ALLEY SHOP  10/5,Entertainment
BOOKING.COM  #9662,Travel
Smart Home Device,Rent & Housing
ACH WAYFAIR,Shopping
ups inc  #9223,Other
ach t-mobile,Bills & Utilities
LOWE'S,Shopping
American Airlines  #953,Travel
QuikTrip inc,Transportation
pos transaction conference store,Education
Payment to Ambulance shop  #3330,Health & Fitness
POS TRANSACTION GEICO  #1191  11/26,Transportation
TRANSFER TO WEBSITE HOSTING  #9781,Subscriptions
POS TRANSACTION TRAIN TICKET,Transportation
BOARD GAME,Entertainment
TRANSFER TO CONCERT TICKETS,Entertainment
ZOO  #3035  4/24,Entertainment
payment to bart store  #946,Transportation
ACH PROPERTY TAX  #1645,Bills & Utilities
marriott,Travel
CREDIT CARD STEAM LLC,Entertainment
watch store online,Shopping
Fiverr online  5/19,Income
HYATT INC  #7241,Travel
Purchase at Grubhub payment,Food & Dining
TRANSFER TO UBER POOL  #6022  9/5,Transportation
Debit Card Physical Therapy  5/13,Health & Fitness
Credit Card Passport,Travel
ACH GITHUB PRO ONLINE  #9211,Subscriptions
ACH Firestone,Transportation
Pet Supplies  #6630,Other
Payment to Wegmans,Groceries
TRANSFER TO JIMMY JOHNS  #2427,Food & Dining
WINDOW REPLACEMENT,Rent & Housing
DEBIT CARD UNIVERSITY  #3497,Education
property tax  #9365,Bills & Utilities
PURCHASE AT MCAFEE STORE,Subscriptions
EDUCATIONAL SOFTWARE PAYMENT,Education
SLACK INC,Subscriptions
LOTTERY TICKET SHOP,Other
ACH Car Detailing  #8272,Other
Debit Card Bank Fee,Other
ACH DASHLANE STORE,Subscriptions
ACH CASHBACK,Income
Paint Supplies,Rent & Housing
BP Fuel  #7912,Transportation
Credit Card Pasta payment,Groceries
Mobil,Transportation
CREDIT CARD STUDENT LOAN LLC  5/26,Education
Budget,Travel
Security Deposit  #9581,Rent & Housing
CAR BATTERY  #574,Transportation
UPS  #8866  12/9,Other
online order expedia  #7997  9/11,Travel
Bus Pass,Transportation
ach electric bill,Bills & Utilities
ACH Parking Ticket,Other
PROPERTY TAX,Bills & Utilities
Kaiser Permanente online,Health & Fitness
Speedway payment,Transportation
Exxon,Transportation
Debit Card Eye Doctor,Health & Fitness
POS TRANSACTION BEACH EQUIPMENT ONLINE,Travel
aldi,Groceries
SUBWAY SHOP  #512  3/24,Food & Dining
PAYMENT TO YOGA CLASS,Health & Fitness
payment to texaco  #3943,Transportation
Myntra,Shopping
Legal Fee  #8256,Other
TRANSFER TO DICK'S SPORTING GOODS LLC,Shopping
Paint Supplies,Rent & Housing
FIRESTONE ONLINE,Transportation
Comcast  #4033,Bills & Utilities
ONLINE ORDER TRAVEL ADAPTER SHOP  #1023,Travel
TRANSFER TO KITCHEN REMODEL SHOP,Rent & Housing
ONLINE ORDER PEET'S COFFEE,Food & Dining
POS TRANSACTION MUNICIPAL WATER,Bills & Utilities
DMV,Transportation
CREDIT CARD DONATION ONLINE,Other
Electrician Service  #8245  10/13,Rent & Housing
Zelle Transfer,Income
ACH Khan Academy,Education
Purchase at LinkedIn Learning payment,Education
Credit Card Fish Market,Groceries
car detailing  5/7,Other
ITALIAN BISTRO  4/21,Food & Dining
Victoria's Secret,Shopping
Debit Card Speeding Ticket inc,Other
PURCHASE AT SURGERY  12/15,Health & Fitness
ONLINE ORDER NAVIENT  #4372,Education
Holiday Inn inc  #2893  3/27,Travel
FEDEX,Other
ACH TUTORING  11/10,Education
purchase at lottery ticket online,Other
ONLINE ORDER BOOKSTORE,Education
Payment to Beach Equipment,Travel
URGENT CARE INC,Health & Fitness
ESCAPE ROOM,Entertainment
Payment to IKEA,Shopping
EVENTBRITE  #1106,Entertainment
pos transaction apple store payment  12/28,Shopping
FREELANCE,Income
SOLD ITEMS,Income
Purchase at AMC Cinema,Entertainment
Ski Resort,Travel
ONLINE ORDER SPORTS EVENT,Entertainment
HYATT ONLINE,Travel
credit card bus pass llc,Transportation
PASSPORT  2/25,Travel
POS TRANSACTION TARGET GROCERY,Groceries
Credit Card Salary inc  #3600,Income
Road Trip  #2668,Travel
BATHROOM RENOVATION  #9471  10/24,Rent & Housing
Payment to Ulta,Shopping
Payment to Disney Plus,Entertainment
Bathroom Renovation  #4074,Rent & Housing
LYFT  #2434,Transportation
HOME SECURITY  #3337,Bills & Utilities
Debit Card Nintendo,Entertainment
online order passport,Travel
Personal Trainer,Health & Fitness
AWS,Subscriptions
Library Fine shop  5/1,Education
FOOD COURT  6/21,Food & Dining
CREDIT CARD WHOLE FOODS  #4979,Groceries
PHOTOGRAPHY GIG  9/21,Income
uber,Transportation
jio payment  10/26,Bills & Utilities
Shell,Transportation
QUIZLET  #4276,Education
Mailchimp  2/17,Subscriptions
ACH Smart Home Device payment,Rent & Housing
Online order Tour Guide  5/14,Travel
LIBRARY FINE INC,Education
DEBIT CARD BED BATH BEYOND STORE  #9265,Shopping
Transfer to Progressive,Transportation
Debit Card Club Entry,Entertainment
BOWLING ALLEY  8/10,Entertainment
ONLINE ORDER BOWLING ALLEY  #7735  12/14,Entertainment
pos transaction dentist,Health & Fitness
Payment to Speedway,Transportation
ACH Wayfair  9/12,Shopping
TRANSFER TO NORDVPN,Subscriptions
DICK'S SPORTING GOODS,Shopping
WEBSITE HOSTING,Subscriptions
Marathon Gas llc  6/9,Transportation
GRE TEST,Education
Online order Jio,Bills & Utilities
Notebook  8/8,Education
Skillshare,Education
PURCHASE AT DOMINION ENERGY  #7582  8/6,Bills & Utilities
PAYMENT TO BOWLING ALLEY,Entertainment
Tax Refund,Income
Payment to Contact Lenses,Health & Fitness
Purchase at Dominion Energy,Bills & Utilities
UPS SHOP,Other
VERIZON,Bills & Utilities
electricity board inc,Bills & Utilities
Spices  4/11,Groceries
PlayStation Store  #980,Entertainment
POS Transaction Airport Lounge  #7858,Travel
pasta  #7161,Groceries
Transfer to Protein Powder store,Health & Fitness
BLUE APRON,Subscriptions
BSNL,Bills & Utilities
venmo deposit  #5664  9/12,Income
PAYMENT TO PLUMBER  #5790,Rent & Housing
Eventbrite store,Entertainment
TRAVEL VACCINATION  #9044,Travel
DEBIT CARD CHIROPRACTOR,Health & Fitness
AMERICAN AIRLINES STORE  #377,Travel
pos transaction la fitness inc,Health & Fitness
avis  #6649,Travel
Credit Card Food truck llc,Food & Dining
Apple Store  #9414,Shopping
LinkedIn Learning payment,Education
Payment to Maintenance Fee  #2246  2/24,Other
landscaping payment,Rent & Housing
Parking payment  #4027,Transportation
PAINT SUPPLIES  #5773  8/22,Rent & Housing
Trader Joe's  #3083,Groceries
WAYFAIR ONLINE,Shopping
ACH COMCAST,Bills & Utilities
ONLINE ORDER WINDOW REPLACEMENT PAYMENT  3/14,Rent & Housing
Debit Card Venmo Deposit,Income
Debit Card Hyatt  #4368,Travel
pos transaction walmart,Shopping
MINI GOLF  #9327,Entertainment
Chipotle  #9854,Food & Dining
Payroll store,Income
WINN-DIXIE LLC,Groceries
ACH Squarespace,Subscriptions
Lab Test,Health & Fitness
VEGETABLE STAND,Groceries
Debit Card Lyft Shared,Transportation
CANVA,Subscriptions
PURCHASE AT KROGER STORE,Groceries
Road Trip,Travel
GIFT SHOP LLC,Shopping
ACH AMUSEMENT PARK  #6110,Entertainment
DEBIT CARD DOOR LOCK,Rent & Housing
Payment to Fish Market  #9742,Groceries
PURCHASE AT GOOGLE ONE  #4671  6/24,Subscriptions
CONFERENCE SHOP  10/15,Education
DEBIT CARD PHARMACY,Health & Fitness
PAYMENT TO BUDGET,Travel
ACH HILTON STORE,Travel
Delta  2/20,Travel
Cox Communications  #3782,Bills & Utilities
NIKE PAYMENT  #4222,Shopping
Speeding Ticket shop,Other
Ulta,Shopping
Personal Trainer  #4824,Health & Fitness
Starbucks online  3/8,Food & Dining
UBER LLC,Transportation
sallie mae  #8545,Education
INTERNATIONAL SIM LLC,Travel
Debit Card Disney+  #6936,Subscriptions
LYFT SHARED,Transportation
College Tuition,Education
Moving Company online  11/6,Rent & Housing
SAFEWAY PAYMENT,Groceries
LYFT SHARED SHOP  6/14,Transportation
Vons,Groceries
TRANSFER TO HOA FEE  5/12,Rent & Housing
RENTAL INCOME,Income
SONY  12/21,Shopping
RALPHS  7/11,Groceries
PURCHASE AT MOVING COMPANY,Rent & Housing
DEBIT CARD SPROUTS FARMERS MARKET,Groceries
Mortgage,Rent & Housing
Purchase at Venmo Deposit,Income
Tutoring Income shop,Income
Payment to Zoom,Subscriptions
Burger King llc  10/3,Food & Dining
PURCHASE AT X-RAY  #9883,Health & Fitness
Plumber,Rent & Housing
CREDIT CARD BONUS,Income
TRANSFER TO PASSPORT,Travel
COURSERA  #5343,Education
Transfer to Dashlane,Subscriptions
POS Transaction Indian Curry House inc,Food & Dining
HBO Max  8/18,Entertainment
Music Lessons  11/4,Education
pos transaction x-ray,Health & Fitness
Purchase at Railway,Transportation
PAYMENT TO FIRESTONE SHOP,Transportation
ZOMATO ONLINE,Food & Dining
TRANSFER TO BAKERY SHOP,Food & Dining
Online order Pest Control,Bills & Utilities
PURCHASE AT FURNITURE ASSEMBLY,Rent & Housing
Spectrum  #2022,Bills & Utilities
REI  #3719  10/6,Travel
Italian Bistro  8/26,Food & Dining
DONATION,Other
Payment to U-Haul store  #8659,Rent & Housing
PAYMENT TO EXTRA SPACE STORAGE,Rent & Housing
CREDIT CARD MARRIOTT,Travel
XBOX GAME PASS,Entertainment
MUSIC ROYALTY,Income
Patreon,Subscriptions
Purchase at In-N-Out,Food & Dining
DEBIT CARD TOUR GUIDE  #3018,Travel
Etsy  5/23,Shopping
Credit Card Laundry,Bills & Utilities
SAMSONITE,Travel
Purchase at Magazine,Subscriptions
BABY FOOD LLC,Groceries
smart home device,Rent & Housing
ONLINE ORDER PHOTOGRAPHY GIG  #7598,Income
ACH BROADBAND,Bills & Utilities
PLANET FITNESS  #6887  6/11,Health & Fitness
PURCHASE AT FIVE GUYS ONLINE,Food & Dining
PAYMENT TO LEGAL FEE LLC,Other
LULULEMON,Shopping
Travel Insurance  12/12,Travel
HULU PREMIUM,Subscriptions
Bonus,Income
DERMATOLOGIST  #5988,Health & Fitness
POS TRANSACTION ETSY,Shopping
DERMATOLOGIST ONLINE  #7196,Health & Fitness
Payment to Veterinary inc  #1438,Other
Payment to T-Mobile  8/22,Bills & Utilities
PAYMENT TO SUSHI BAR,Food & Dining
PAYMENT TO GYM MEMBERSHIP  #6127  10/7,Health & Fitness
PAYMENT TO BEST BUY  9/15,Shopping
Home Depot store  5/21,Rent & Housing
ACH Electricity Board,Bills & Utilities
ach marshalls payment  #7805,Shopping
Equinox payment,Health & Fitness
transfer to twitch,Entertainment
DEBIT CARD CANNED GOODS  #6113  2/21,Groceries
Bulk Food,Groceries
mexican grocery shop,Groceries
gym membership  4/15,Health & Fitness
Online order Local diner,Food & Dining
Key Duplication  2/2,Other
DEBIT CARD ZARA INC,Shopping
PAYMENT TO ANYTIME FITNESS,Health & Fitness
POS TRANSACTION VETERINARY  4/13,Other
POS TRANSACTION SKI RESORT STORE,Travel
music royalty  #2238,Income
H&M,Shopping
debit card holiday inn,Travel
Transfer to Southwest store,Travel
Transfer to Wire Transfer payment  11/7,Other
Debit Card Ajio  7/14,Shopping
CONFERENCE STORE,Education
Swiggy,Food & Dining
Nintendo,Entertainment
Protein Powder  #4142  10/23,Health & Fitness
PLUMBER  #8102,Rent & Housing
AMTRAK  #6565,Transportation
SEWER SERVICE  #495  5/20,Bills & Utilities
POS TRANSACTION VENMO DEPOSIT SHOP,Income
Myntra store,Shopping
UPWORK,Income
Credit Card Safeway  #3897,Groceries
HVAC MAINTENANCE  #953,Bills & Utilities
DEBIT CARD HOME DEPOT ONLINE,Rent & Housing
WENDY'S,Food & Dining
FIRESTONE  #2476,Transportation
SWEETGREEN,Food & Dining
CHEVRON  #7855  4/2,Transportation
Meijer,Groceries
CONSULTING  #8551,Income
Transfer to Pest Control,Bills & Utilities
Debit Card Part Time Job  #7449,Income
PHOTOGRAPHY GIG INC  #4874  1/15,Income
TRANSFER TO ATM,Other
COMCAST  #2792,Bills & Utilities
Railway online,Transportation
Online order Safeway llc  #2625,Groceries
Equinox  #2871,Health & Fitness
APPLE STORE,Shopping
Passport store,Travel
Physical Therapy  #4868,Health & Fitness
Fiverr,Income
ONLINE ORDER DRY CLEANING  11/5,Other
Notion,Subscriptions
JIMMY JOHNS,Food & Dining
MARRIOTT,Travel
HVAC MAINTENANCE,Bills & Utilities
SPROUTS FARMERS MARKET STORE  #9311,Groceries
Credit Card Albertsons  #5390  6/7,Groceries
TRANSFER TO TRAVEL VACCINATION  6/18,Travel
Laundry  #1311  7/28,Bills & Utilities
TRANSFER TO OVERDRAFT FEE,Other
ONLINE ORDER UNDER ARMOUR PAYMENT,Shopping
DEBIT CARD ULTA  6/25,Shopping
TOEFL EXAM  #7596,Education
Netflix payment  7/28,Entertainment
POS TRANSACTION NETFLIX,Subscriptions
VEGETABLE STAND  9/24,Groceries
PAYMENT TO HOME CLEANING INC  10/22,Bills & Utilities
ONLINE ORDER WEGMANS SHOP  #1229,Groceries
TRANSFER TO PELOTON PAYMENT,Health & Fitness
Online order Adsense,Income
COLLEGE TUITION INC,Education
DEBIT CARD CARNIVAL CRUISE  #3898,Travel
cash app transfer  #4944,Income
ACH Salary  4/15,Income
FLIPKART  12/17,Shopping
Debit Card Uber Earnings,Income
PAYMENT TO VETERINARY,Other
PURCHASE AT ASIAN GROCERY,Groceries
Quizlet  #3490,Education
PURCHASE AT EYE DOCTOR,Health & Fitness
Amazon Prime  #3849  6/18,Subscriptions
Payment to Security Deposit,Rent & Housing
Dentist  #621,Health & Fitness
PAYMENT TO TEXTBOOK  4/26,Education
PAYMENT TO BUS PASS,Transportation
jimmy johns  2/20,Food & Dining
Electrician Service,Rent & Housing
Online order Bowling Alley online,Entertainment
WIRE TRANSFER,Other
mortgage,Rent & Housing
Sewer Service  #6330  7/14,Bills & Utilities
peet's coffee  #1835,Food & Dining
UPWORK STORE,Income
SUBSTACK,Subscriptions
Roof Repair  9/7,Rent & Housing
Passport Photo,Other
CREDIT CARD LINKEDIN LEARNING ONLINE  2/12,Education
POS TRANSACTION VISA  #5418  3/6,Travel
Part Time Job payment  7/28,Income
CREDIT CARD BOOK CLUB  7/12,Entertainment
LIBERTY UTILITIES,Bills & Utilities
ONLINE ORDER TOEFL EXAM,Education
ach mailchimp  #4622,Subscriptions
kroger  4/18,Groceries
Transfer to Car Rental,Transportation
DEBIT CARD ZOOM,Subscriptions
HOMEGOODS,Shopping
duolingo shop  #5983,Education
Political Contribution  1/5,Other
TRANSFER TO SUBWAY  12/26,Food & Dining
AIRPORT LOUNGE,Travel
CREDIT CARD SALESFORCE  10/19,Subscriptions
chiropractor payment,Health & Fitness
DEBIT CARD THAI RESTAURANT  #8431,Food & Dining
Payment to Board Game,Entertainment
Google One  1/24,Subscriptions
Shopify,Subscriptions
CREDIT CARD SAMSONITE STORE,Travel
ITALIAN BISTRO SHOP  #4461,Food & Dining
NordVPN,Subscriptions
ach shopify llc  #637  5/23,Subscriptions
donation  9/10,Other
EYE DOCTOR,Health & Fitness
PAYMENT TO FOOD TRUCK  #777,Food & Dining
POS TRANSACTION MUSIC LESSONS STORE  12/14,Education
ACH FLIPKART INC  6/25,Shopping
DEBIT CARD OVERDRAFT FEE ONLINE,Other
INDIAN GROCERY LLC,Groceries
EDUCATIONAL SOFTWARE,Education
PURCHASE AT PUBLIX,Groceries
Carnival Cruise online,Travel
Transfer to ATM shop  #2447,Other
Bar  1/3,Entertainment
CREDIT CARD HOME SECURITY  #5373,Bills & Utilities
sprint  #425  8/6,Bills & Utilities
ach notebook,Education
Online order Booking.com  2/4,Travel
DEBIT CARD PUBLIX SHOP  #4576,Groceries
DELTA STORE  #3323,Travel
meijer,Groceries
ACH FOOD COURT,Food & Dining
Kroger,Groceries
HOLIDAY INN  #5045,Travel
Online order Chick-fil-A  #8034,Food & Dining
TRADER JOE'S  #2084  7/13,Groceries
Online order TOEFL Exam online  1/15,Education
CURRENCY EXCHANGE  #384,Other
Credit Card Commission shop,Income
PAYMENT TO PLUMBER,Rent & Housing
SUBWAY,Food & Dining
Oil Change,Transportation
YouTube Ad Revenue,Income
credit card road trip,Travel
Appliance Repair llc  #3577,Rent & Housing
Train Ticket online,Transportation
Payment to Amtrak,Transportation
ELECTRIC BILL  7/16,Bills & Utilities
POS TRANSACTION CURRENCY EXCHANGE STORE  11/27,Other
ACH PROTEIN POWDER ONLINE,Health & Fitness
ASIAN GROCERY,Groceries
POS TRANSACTION LAWN CARE LLC  #7931,Bills & Utilities
DIRECT DEPOSIT ONLINE  #3501,Income
online order resort,Travel
CLUB ENTRY INC  #9588,Entertainment
Fresh Fruits  #4578,Groceries
DEBIT CARD SECURITY DEPOSIT  9/7,Rent & Housing
Duke Energy  #8807,Bills & Utilities
Waste Management,Bills & Utilities
DOMINION ENERGY  #2316  10/6,Bills & Utilities
IN-N-OUT  9/17,Food & Dining
TRANSFER TO JIO,Bills & Utilities
POS TRANSACTION EXXON,Transportation
PURCHASE AT XFINITY LLC  #6289,Bills & Utilities
Leasing Office,Rent & Housing
Educational Software  #8220,Education
POS Transaction Walgreens payment,Health & Fitness
CREDIT CARD PART TIME JOB PAYMENT,Income
Notebook  9/9,Education
ADIDAS INC,Shopping
POS TRANSACTION STUDY MATERIALS  #4362,Education
Adsense  #6130,Income
Credit Card Tax Refund shop  #7802,Income
Passport,Travel
Commission  #591,Income
POS Transaction Rapido,Transportation
Online order Nike,Shopping
TRANSFER TO SPIRIT AIRLINES,Travel
POS TRANSACTION CAR RENTAL,Transportation
Municipal Water,Bills & Utilities
Auto Repair,Transportation
TRANSFER TO CVS,Health & Fitness
notary,Other
CREDIT CARD ASOS,Shopping
Online order Jimmy Johns  #606  7/19,Food & Dining
Debit Card Canned Goods,Groceries
taxi  #5135,Transportation
ach five guys,Food & Dining
PASSPORT  5/28,Travel
ONLINE ORDER HOA FEE  #6108  9/1,Rent & Housing
VETERINARY  #7274,Other
Credit Card Shein,Shopping
ALDI INC,Groceries
Online order Trader Joe's  #3089,Groceries
Wire Transfer  #1708,Other
Yoga Class  #5222,Health & Fitness
united airlines,Travel
UNDER ARMOUR ONLINE  #8435,Shopping
SALESFORCE  #2887  4/22,Subscriptions
PAYMENT TO U-HAUL  #7807  8/27,Rent & Housing
HOMEGOODS  9/19,Shopping
ONLINE ORDER BOOKSTORE ONLINE,Education
Zelle Transfer  #816,Income
Gift Money payment  #8904,Income
debit card netflix  #3638,Subscriptions
DMV,Transportation
POS TRANSACTION TACO BELL,Food & Dining
CAR BATTERY LLC  #391,Transportation
PAYMENT TO BAKERY ONLINE,Groceries
PET GROOMING,Other
PURCHASE AT BATHROOM RENOVATION  #6980,Rent & Housing
POS Transaction Cashback  #1472,Income
ChatGPT Plus,Subscriptions
SCHOLARSHIP  #3308,Education
Sprint  #1192,Bills & Utilities
Credit Card Bakery,Groceries
BOOK CLUB  #3362,Entertainment
ACH TAILORING  #137,Other
GIFT MONEY,Income
AIRPORT PARKING  #1828,Transportation
PERSONAL TRAINER,Health & Fitness
TRAMPOLINE PARK LLC  #5464,Entertainment
Salary,Income
appliance repair,Rent & Housing
Tax Refund,Income
amazon,Shopping
credit card blue apron  #5674,Subscriptions
Pet Supplies,Other
PHYSICAL THERAPY  #7758,Health & Fitness
Payment to Meat Market  4/8,Groceries
payment to winn-dixie,Groceries
SPRINT  #4718,Bills & Utilities
TRANSFER TO AMC CINEMA ONLINE  10/8,Entertainment
transfer to key duplication  #2684,Other
DEBIT CARD PASSPORT PHOTO PAYMENT,Other
Lyft,Transportation
DEBIT CARD PUBLIC STORAGE ONLINE  #5545,Rent & Housing
linkedin learning,Education
SHAKE SHACK  #7591,Food & Dining
CREDIT CARD WEGMANS,Groceries
AMTRAK,Transportation
MOVIE THEATER  #782,Entertainment
ONLINE ORDER BEVERAGE  #8932  12/10,Groceries
Transfer to Bathroom Renovation llc,Rent & Housing
TRANSFER TO LAPTOP,Education
COSTCO GROCERY  #3690,Groceries
POS TRANSACTION TWITCH,Entertainment
ACH BLUE APRON,Subscriptions
PAINT SUPPLIES  #4320,Rent & Housing
Parking Ticket  #1400,Other
Language App inc,Education
purchase at food lion,Groceries
Debit Card Anytime Fitness,Health & Fitness
NETFLIX  #6496,Subscriptions
WASTE MANAGEMENT  4/7,Bills & Utilities
property management,Rent & Housing
purchase at regal cinemas  #9711  11/18,Entertainment
car wash,Transportation
ACH WIRE TRANSFER ONLINE  6/20,Other
sold items llc,Income
CREDIT CARD MUNICIPAL WATER  #3593,Bills & Utilities
landscaping  #6611,Rent & Housing
FIRESTONE LLC,Transportation
Credit Card Tithe,Other
ONLINE ORDER LINKEDIN LEARNING  #2106,Education
POS TRANSACTION PARKING METER,Transportation
MACY'S  #1774,Shopping
ACH Currency Exchange online,Other
INTEREST INCOME INC,Income
bar,Entertainment
REI,Travel
POS TRANSACTION JEWELRY STORE,Shopping
CREDIT CARD CAR WASH,Transportation
Online order Progressive store  #3276  2/27,Transportation
Spices,Groceries
Railway store  #9676,Transportation
CANNED GOODS,Groceries
ACH PHYSICAL THERAPY PAYMENT,Health & Fitness
Travel Vaccination shop  11/17,Travel
fitness app,Health & Fitness
CREDIT CARD BOOKSTORE,Education
POS TRANSACTION BSNL  #8262,Bills & Utilities
POS TRANSACTION LIBRARY FINE  #9190,Education
SMART HOME DEVICE  4/12,Rent & Housing
Netflix  #1740,Subscriptions
POS TRANSACTION WASTE MANAGEMENT  #2187,Bills & Utilities
BLUE CROSS  12/22,Health & Fitness
ACH SOLD ITEMS INC,Income
TARGET GROCERY INC  #1536,Groceries
photography gig,Income
Debit Card Tax Refund  #6258,Income
SHELL SHOP,Transportation
payment to waste management,Bills & Utilities
COX COMMUNICATIONS,Bills & Utilities
Best Buy,Shopping
Pet Food,Groceries
ACH CVS,Health & Fitness
Debit Card Tutoring Income  7/6,Income
Notary  #2322,Other
Home Renovation  #4489,Rent & Housing
Online order Home Renovation  8/17,Rent & Housing
CONSULTING  8/12,Income
PURCHASE AT CALM,Health & Fitness
COX COMMUNICATIONS  #8134,Bills & Utilities
DOMAIN NAME INC  #2751,Subscriptions
ONLINE ORDER MEIJER  #9646  10/16,Groceries
ONLINE ORDER CANNED GOODS  7/16,Groceries
Navient  8/23,Education
KFC payment  #3559,Food & Dining
Baby Food llc  #7654,Groceries
ACH Travel Adapter,Travel
Rapido,Transportation
CHIPOTLE LLC,Food & Dining
ACH Rental Income,Income
CREDIT CARD RUNNING SHOES,Health & Fitness
SALLIE MAE INC,Education
HVAC MAINTENANCE  7/3,Bills & Utilities
GRE Test,Education
STOCK SALE PAYMENT  #9630,Income
ONLINE ORDER AMC CINEMA  #8635,Entertainment
Whole Foods,Groceries
Property Management,Rent & Housing
Carpet Cleaning,Rent & Housing
H-E-B,Groceries
ONLINE ORDER TRAMPOLINE PARK  #4798,Entertainment
credit card winn-dixie  #1681,Groceries
OLA  10/13,Transportation
ACH Valvoline inc,Transportation
SMART HOME DEVICE  5/24,Rent & Housing
PAYMENT TO KARAOKE,Entertainment
Chinese Takeaway store,Food & Dining
DEBIT CARD WIRE TRANSFER ONLINE  #5765,Other
ONLINE ORDER CINEMARK  #3534,Entertainment
FOOD COURT,Food & Dining
Travel Photography  #5368,Travel
transfer to tour guide online  7/12,Travel
parking,Transportation
Purchase at Pest Control,Bills & Utilities
COSTCO INC  #5309,Shopping
SEPHORA  #9095,Shopping
POS Transaction PG&E,Bills & Utilities
Payment to HOA Dues  #8857,Bills & Utilities
TRANSFER TO HOMEGOODS,Shopping
ONLINE ORDER BURGER KING  #5340,Food & Dining
ACH POST OFFICE  5/17,Other
LULULEMON ONLINE  #6477,Shopping
TRANSFER TO YOGA CLASS,Health & Fitness
paint supplies,Rent & Housing
DHL,Other
SAT Prep,Education
Olive Garden  #6797,Food & Dining
CREDIT CARD STOCK SALE  #6741,Income
ONLINE ORDER EVENTBRITE SHOP,Entertainment
ATM,Other
Online order Mailchimp,Subscriptions
COX COMMUNICATIONS,Bills & Utilities
PURCHASE AT EYE DOCTOR,Health & Fitness
DEBIT CARD 1PASSWORD,Subscriptions
Online order Fiverr store,Income
Debit Card Disney+,Subscriptions
TRANSFER TO TITHE,Other
TRANSFER TO AIRPORT PARKING  4/27,Transportation
Home Insurance payment  10/26,Rent & Housing
dental insurance shop  #5393,Health & Fitness
Debit Card U-Haul,Rent & Housing
VONS,Groceries
ONLINE ORDER MOVING COMPANY,Rent & Housing
ACH SALESFORCE STORE,Subscriptions
EPIC GAMES LLC  10/6,Entertainment
ONLINE ORDER BUDGET SHOP,Travel
TRANSFER TO H&M  #1674,Shopping
HOME DEPOT,Rent & Housing
music royalty online  10/1,Income
DELTA INC,Travel
apple tv,Entertainment
Credit Card H-E-B shop  #2002,Groceries
ONLINE ORDER BATHROOM RENOVATION SHOP,Rent & Housing
Beach Equipment  #7529,Travel
TRANSFER TO CONED,Bills & Utilities
ACH iCloud shop,Subscriptions
